user_id,age,gender,income,browsing_time,cart_items,purchase_frequency,discount_usage,avg_spending,preferred_category,late_night_activity,impulsive_clicks,buying_mood
U00063,26.721532559156675,Female,47294.39,26.8,5,8.28,75.14,142.19,Groceries,7.19,4,Budget Conscious
U00064,38.51113989253826,Male,62521.43,31.44,3,2.04,29.64,101.51,Beauty,22.08,0,Window Shopper
U00065,32.72441530287024,Female,56689.24,47.75,0,4.41,61.77,121.33,Beauty,43.43,3,Window Shopper
U00066,39.268547300435515,Male,44698.18,22.95,2,10.52,64.56,148.66,Groceries,0.0,5,Budget Conscious
U00067,36.836492723233725,Male,50813.14,22.45,5,10.6,79.99,110.96,Groceries,17.89,1,Budget Conscious
U00068,37.72169646926265,Male,151290.56,19.62,5,8.09,12.63,545.03,Luxury,30.97,4,Luxury Shopper
U00069,31.355896702655816,Male,71263.94,23.25,8,4.96,16.94,164.02,Electronics,78.18,5,Impulsive Buyer
U00070,19.228886373981606,Female,44961.28,22.19,1,9.99,78.61,160.63,Groceries,9.0,2,Budget Conscious
U00071,31.952905280246405,Female,113204.77,3.22,6,4.36,7.47,349.04,Luxury,16.0,4,Luxury Shopper
U00072,35.47938404733826,Male,43116.24,17.5,3,11.65,85.34,118.57,Groceries,20.89,1,Budget Conscious
U00073,22.871250004666397,Male,62956.41,15.5,6,5.02,57.77,164.38,Beauty,69.62,11,Emotional Buyer
U00074,61.59075122587346,Male,135834.72,16.23,5,13.83,0.52,450.43,Luxury,29.51,6,Luxury Shopper
U00075,32.27217533039611,Female,58083.39,35.28,9,4.41,32.21,187.93,Fashion,97.25,5,Impulsive Buyer
U00076,40.33660132812756,Female,131119.2,21.65,6,7.57,15.14,484.24,Luxury,29.07,5,Luxury Shopper
U00077,28.66005617963989,Female,129381.53,21.1,9,5.79,0.0,473.13,Electronics,15.28,6,Luxury Shopper
U00078,23.12709508317559,Female,41993.06,56.33,3,3.66,34.7,80.02,Fashion,26.92,1,Window Shopper
U00079,27.502839276852406,Female,49972.87,20.86,5,9.47,74.11,143.2,Groceries,13.16,2,Budget Conscious
U00080,24.087901830372296,Non-binary,55146.11,43.61,2,2.98,36.12,87.14,Fashion,23.57,0,Window Shopper
U00081,21.471736274815022,Male,59818.46,67.29,1,1.47,55.01,67.56,Beauty,20.35,2,Window Shopper
U00082,37.74992985627216,Female,29387.89,16.91,4,9.34,83.74,48.2,Groceries,11.32,1,Budget Conscious
U00083,40.133582860625886,Female,67156.58,32.71,5,2.8,54.32,294.6,Beauty,73.73,11,Emotional Buyer
U00084,28.219630587214443,Female,62546.87,33.62,5,7.26,38.93,171.74,Fashion,70.37,15,Impulsive Buyer
U00085,37.782173240757004,Male,61305.31,45.73,6,5.22,4.2,197.24,Fashion,78.37,11,Impulsive Buyer
U00086,32.480112640981346,Female,54392.37,39.1,16,4.46,48.08,251.61,Electronics,70.5,12,Impulsive Buyer
U00087,18.8564998579223,Male,66154.07,42.19,0,1.91,28.8,76.33,Fashion,33.79,4,Window Shopper
U00088,39.059871107197495,Male,37220.44,28.95,5,5.76,81.38,121.78,Home,30.94,2,Budget Conscious
U00089,35.882912348869624,Female,54695.24,22.01,10,8.93,53.48,369.96,Fashion,77.96,11,Impulsive Buyer
U00090,41.391659172224045,Male,39742.66,13.19,0,8.96,99.83,141.97,Groceries,16.33,2,Budget Conscious
U00091,23.330491773500757,Non-binary,58773.52,27.44,13,5.1,53.55,247.47,Fashion,54.58,12,Impulsive Buyer
U00092,26.574665658719134,Female,80107.56,42.48,0,3.12,10.4,78.53,Beauty,38.64,2,Window Shopper
U00093,32.81121074464294,Female,49837.54,20.54,2,13.92,90.25,209.37,Groceries,15.56,0,Budget Conscious
U00094,34.512322477909585,Male,120878.53,15.41,4,11.37,21.06,518.74,Luxury,17.2,2,Luxury Shopper
U00095,40.36128748902051,Male,115612.14,21.75,4,13.75,44.47,474.08,Electronics,33.22,1,Luxury Shopper
U00096,31.529181317134977,Male,70511.44,48.07,1,3.59,23.18,73.61,Beauty,35.52,1,Window Shopper
U00097,41.381379518266094,Male,139065.02,20.41,3,7.54,0.0,432.63,Luxury,44.57,3,Luxury Shopper
U00098,18.77105316056773,Female,51320.94,25.87,3,5.84,46.26,251.14,Electronics,67.63,8,Impulsive Buyer
U00099,30.97002842416025,Male,61536.67,30.99,9,2.47,44.11,316.68,Fashion,67.81,11,Impulsive Buyer
U00100,20.908246813497986,Male,62830.15,21.94,2,0.2,57.29,169.08,Beauty,73.67,1,Emotional Buyer
U00101,26.151619565203656,Female,79393.36,34.01,5,5.45,54.52,312.25,Fashion,48.42,12,Emotional Buyer
U00102,24.893468768913003,Male,48707.12,28.79,0,3.41,21.31,76.72,Beauty,25.08,1,Luxury Shopper
U00103,51.375552066802385,Non-binary,123910.31,15.5,4,6.9,49.67,353.89,Luxury,3.1,5,Luxury Shopper
U00104,19.490432493732534,Male,70355.48,21.15,4,4.58,40.05,147.27,Beauty,73.58,7,Emotional Buyer
U00105,18.0,Female,65439.35,40.41,1,3.12,34.13,120.98,Fashion,33.21,3,Window Shopper
U00106,29.670799948596347,Female,56651.71,28.41,2,2.25,37.09,94.63,Fashion,23.46,1,Window Shopper
U00107,37.087232837968024,Non-binary,57568.63,27.87,9,5.89,71.48,168.96,Home,9.91,4,Budget Conscious
U00108,37.985416888607794,Non-binary,114747.01,14.87,4,9.89,21.84,487.28,Electronics,39.31,4,Luxury Shopper
U00109,35.8238219916539,Male,35662.43,31.99,6,5.42,78.21,201.12,Fashion,69.64,11,Impulsive Buyer
U00110,38.333658353722974,Male,67238.02,24.35,12,4.76,76.48,165.16,Beauty,65.93,11,Emotional Buyer
U00111,24.340559552675735,Male,43273.05,13.49,0,10.28,96.91,117.74,Groceries,0.0,2,Budget Conscious
U00112,33.691538098875775,Female,44313.14,13.42,6,2.46,36.95,293.5,Fashion,56.58,14,Impulsive Buyer
U00113,57.56495463480588,Female,144445.23,28.84,2,5.4,0.0,505.64,Luxury,34.14,7,Luxury Shopper
U00114,34.43658172338302,Female,46703.59,25.21,4,8.09,85.87,153.01,Groceries,39.53,3,Budget Conscious
U00115,32.33449576509486,Female,86966.89,41.17,9,4.25,24.68,253.89,Electronics,85.4,14,Impulsive Buyer
U00116,28.175042774521394,Male,56016.45,15.37,10,5.43,44.07,248.75,Fashion,81.04,10,Emotional Buyer
U00117,29.229355089359174,Female,52847.59,37.72,3,4.21,15.46,61.84,Fashion,34.8,2,Window Shopper
U00118,31.8056872915633,Female,56288.25,41.02,0,3.22,17.74,95.67,Beauty,14.55,0,Window Shopper
U00119,28.85669488650154,Male,52032.37,9.98,4,3.56,78.47,106.45,Home,18.97,3,Budget Conscious
U00120,46.12893419607836,Female,56150.61,15.86,2,11.0,91.27,119.03,Home,23.51,5,Budget Conscious
U00121,41.142348255201945,Female,32575.64,20.16,3,7.72,77.58,122.87,Groceries,19.5,3,Budget Conscious
U00122,18.670781158533757,Male,70931.41,51.46,0,4.58,15.42,98.33,Fashion,35.87,0,Window Shopper
U00123,28.775215765318368,Female,42391.75,42.75,7,1.88,13.01,210.52,Electronics,86.17,10,Impulsive Buyer
U00124,39.65453690461167,Male,49601.42,31.18,3,10.88,74.92,65.04,Groceries,10.6,4,Budget Conscious
U00125,21.84917301173207,Male,56330.01,21.44,7,3.46,66.34,266.23,Electronics,66.23,6,Impulsive Buyer
U00126,49.357511211880876,Female,42001.4,17.33,3,13.05,72.54,111.99,Home,14.17,4,Budget Conscious
U00127,34.053431359180905,Male,139960.69,16.45,4,7.29,16.16,386.31,Electronics,24.87,4,Luxury Shopper
U00128,32.42685264731412,Male,35124.36,40.0,3,7.4,68.57,99.01,Fashion,89.13,10,Impulsive Buyer
U00129,33.22381267204039,Male,60971.08,25.68,6,3.71,27.66,231.82,Fashion,49.02,22,Impulsive Buyer
U00130,31.162938332599516,Male,60020.84,8.93,2,10.24,72.17,153.38,Groceries,22.97,2,Budget Conscious
U00131,27.75009984034544,Male,54696.51,35.69,14,6.43,20.03,93.56,Electronics,81.45,14,Emotional Buyer
U00132,40.03982528915274,Male,56646.14,28.91,8,3.28,38.62,227.22,Beauty,70.63,13,Emotional Buyer
U00133,31.83751144314394,Male,55345.46,12.06,4,10.52,51.12,217.5,Groceries,13.64,2,Budget Conscious
U00134,40.5415776618815,Female,119575.12,23.84,5,10.07,35.34,525.57,Electronics,15.39,1,Luxury Shopper
U00135,34.68499977432914,Non-binary,32117.29,27.81,2,6.67,67.59,112.14,Home,23.45,4,Budget Conscious
U00136,36.2916154366385,Male,54053.48,30.48,9,7.24,30.6,112.83,Fashion,63.15,14,Impulsive Buyer
U00137,27.552096274408008,Male,51130.02,24.26,5,5.33,25.95,223.18,Fashion,86.8,5,Emotional Buyer
U00138,19.3717355640378,Female,45758.56,8.15,5,11.58,77.77,87.68,Home,14.17,3,Budget Conscious
U00139,30.49779486346565,Female,56503.48,41.15,3,3.31,24.35,79.59,Beauty,31.76,3,Window Shopper
U00140,22.999198740183985,Male,65937.74,34.75,7,4.48,49.32,219.11,Fashion,75.17,10,Impulsive Buyer
U00141,19.42304855033709,Male,57151.66,26.25,4,9.35,89.06,108.33,Groceries,14.31,1,Budget Conscious
U00142,37.34899660950541,Female,53417.27,20.81,4,5.21,90.97,133.05,Groceries,8.69,3,Budget Conscious
U00143,31.456545840378315,Female,62125.76,35.77,7,6.93,35.03,253.23,Beauty,79.21,14,Emotional Buyer
U00144,28.349370234852046,Female,39943.45,19.7,4,11.08,69.3,135.06,Groceries,0.0,4,Budget Conscious
U00145,21.988563743422013,Male,53848.37,20.22,4,13.7,70.54,94.4,Home,15.79,3,Budget Conscious
U00146,45.86617481663861,Female,110151.14,9.62,3,8.26,13.17,573.78,Luxury,25.99,2,Luxury Shopper
U00147,51.705206830838925,Non-binary,124262.38,15.99,3,6.81,17.26,407.9,Luxury,24.8,3,Emotional Buyer
U00148,31.236853543852693,Female,43201.94,11.35,6,13.9,73.18,120.24,Home,20.18,1,Budget Conscious
U00149,28.070754700111234,Female,37561.28,23.32,4,15.48,68.54,99.07,Home,14.54,6,Budget Conscious
U00150,19.166601517249674,Female,44426.09,26.91,12,6.89,15.9,91.03,Fashion,60.01,9,Impulsive Buyer
U00151,37.22412919374684,Male,84090.57,35.35,8,4.57,42.09,159.61,Beauty,76.36,7,Emotional Buyer
U00152,31.554265270933186,Male,65753.04,26.59,5,6.29,39.78,190.71,Beauty,74.94,5,Emotional Buyer
U00153,41.74175415471873,Male,67913.06,24.4,10,6.01,0.0,183.33,Fashion,56.33,10,Impulsive Buyer
U00154,42.819260735936396,Non-binary,28883.07,10.41,4,12.42,60.04,86.62,Groceries,4.41,1,Luxury Shopper
U00155,35.25111259631987,Female,59599.17,43.64,8,7.05,78.75,209.02,Fashion,86.09,8,Window Shopper
U00156,25.843068903095396,Male,65271.97,40.23,0,1.18,29.45,66.26,Beauty,25.0,0,Window Shopper
U00157,50.94339670418471,Female,130034.59,21.8,4,8.1,20.17,426.02,Luxury,18.39,4,Luxury Shopper
U00158,32.2617970443387,Female,67943.48,56.27,1,3.07,13.35,99.38,Fashion,25.15,1,Window Shopper
U00159,19.576098662892626,Male,63575.05,21.9,2,4.16,27.08,117.02,Fashion,31.66,3,Window Shopper
U00160,33.86143298410633,Female,82202.04,42.07,2,2.36,31.39,106.15,Beauty,9.24,2,Window Shopper
U00161,29.521897343542975,Male,69277.16,40.58,8,7.17,47.39,201.89,Electronics,100.0,11,Impulsive Buyer
U00162,31.454737345765114,Male,44930.62,36.33,9,6.39,74.79,315.47,Beauty,96.74,12,Emotional Buyer
U00163,34.29426989787955,Male,92158.12,14.71,6,11.07,23.31,395.35,Luxury,11.52,1,Luxury Shopper
U00164,31.52918598127789,Male,51004.73,28.94,8,7.78,38.91,157.21,Fashion,65.52,14,Impulsive Buyer
U00165,33.93667055689224,Male,51516.76,24.48,4,10.7,71.44,128.13,Home,13.45,1,Budget Conscious
U00166,40.867124659367015,Female,124006.61,8.39,6,4.44,10.9,306.46,Luxury,8.43,7,Luxury Shopper
U00167,32.558497293520624,Female,66909.65,32.9,5,1.89,28.29,155.21,Fashion,86.95,14,Emotional Buyer
U00168,41.550256295218276,Female,75340.06,45.85,5,0.71,34.47,95.37,Fashion,24.24,3,Window Shopper
U00169,20.39736736216025,Male,137169.04,2.0,2,8.13,14.91,661.86,Luxury,52.16,5,Luxury Shopper
U00170,26.34660695752723,Non-binary,64002.2,36.09,6,4.15,46.05,160.17,Fashion,86.58,6,Emotional Buyer
U00171,40.852919901231715,Female,71222.06,27.72,9,14.05,35.79,402.6,Luxury,21.16,2,Luxury Shopper
U00172,25.080668661592313,Male,32999.48,15.83,5,11.25,84.07,111.55,Groceries,12.4,2,Budget Conscious
U00173,50.10552553030129,Male,127954.66,16.12,5,13.65,7.35,390.46,Electronics,22.74,3,Luxury Shopper
U00174,21.8811903419069,Male,66570.8,16.48,5,3.42,23.66,252.75,Fashion,78.08,10,Emotional Buyer
U00175,27.666229798995275,Male,92124.54,41.81,13,2.5,39.53,293.82,Fashion,84.1,15,Impulsive Buyer
U00176,18.0,Male,75170.08,49.48,8,2.98,43.97,218.14,Fashion,74.6,9,Impulsive Buyer
U00177,45.387321159057045,Male,46359.2,21.36,2,5.59,100.0,130.83,Groceries,18.62,3,Budget Conscious
U00178,41.637035497936516,Male,32665.34,25.28,8,1.74,69.78,144.79,Fashion,86.9,7,Emotional Buyer
U00179,27.439856405602153,Female,76502.93,13.3,5,3.43,15.78,328.92,Fashion,74.67,7,Emotional Buyer
U00180,29.244033412383683,Male,50412.2,37.52,0,1.41,12.39,61.18,Fashion,45.69,2,Window Shopper
U00181,36.24798741845625,Female,53203.07,24.65,4,8.15,77.48,388.05,Beauty,79.9,6,Emotional Buyer
U00182,43.34793101618155,Male,52337.7,32.1,8,3.91,41.35,193.67,Fashion,69.78,5,Emotional Buyer
U00183,44.37432902023109,Female,45867.92,14.61,5,4.96,93.62,100.21,Home,14.98,2,Budget Conscious
U00184,52.568582445332574,Female,136319.91,22.45,4,10.76,23.81,371.39,Electronics,28.2,5,Luxury Shopper
U00185,29.63031092229611,Female,72318.0,48.62,0,3.24,12.63,94.25,Fashion,39.9,3,Window Shopper
U00186,36.95603482439641,Female,55726.86,44.13,1,4.24,61.13,64.5,Fashion,28.88,1,Window Shopper
U00187,39.21467889195035,Female,130140.96,25.19,6,11.99,15.29,430.57,Luxury,19.3,4,Luxury Shopper
U00188,20.71417479734683,Female,60552.41,26.19,0,2.39,16.76,240.68,Fashion,82.78,12,Impulsive Buyer
U00189,20.541418546997672,Female,45361.51,50.36,5,4.52,15.14,78.27,Fashion,34.36,0,Window Shopper
U00190,56.33114953617186,Female,125681.09,20.8,7,11.58,6.86,424.59,Luxury,18.57,0,Luxury Shopper
U00191,28.13429627543852,Male,74583.33,34.36,7,1.97,11.66,271.04,Beauty,80.86,5,Emotional Buyer
U00192,39.40354515133098,Male,119539.34,16.02,5,9.48,32.43,575.88,Luxury,24.99,5,Luxury Shopper
U00193,29.09722506102035,Male,46568.69,29.46,10,6.71,19.45,97.64,Fashion,47.03,16,Impulsive Buyer
U00194,29.904965580358134,Female,28502.36,20.9,2,2.12,66.56,113.76,Fashion,91.58,10,Emotional Buyer
U00195,27.56502140903049,Female,55373.38,27.19,8,5.56,35.88,192.31,Electronics,92.14,10,Impulsive Buyer
U00196,33.79081907162854,Male,80866.03,39.72,10,4.09,0.0,252.43,Fashion,55.38,10,Impulsive Buyer
U00197,20.58596437821711,Female,55264.92,17.83,3,7.72,84.7,107.61,Groceries,21.31,2,Budget Conscious
U00198,28.998822320251186,Female,61497.53,28.71,10,4.83,44.84,287.04,Fashion,63.75,2,Emotional Buyer
U00199,36.90330698860233,Non-binary,82360.86,27.86,10,1.05,26.73,274.92,Electronics,35.42,16,Impulsive Buyer
U00200,33.5631205771528,Non-binary,97814.87,18.41,2,10.88,0.0,363.4,Luxury,21.67,0,Luxury Shopper
U00201,22.58194341381425,Female,46685.19,43.48,2,3.07,0.0,40.68,Beauty,1.43,4,Window Shopper
U00202,33.075988006971485,Male,55953.47,26.1,7,3.21,32.39,67.25,Fashion,72.2,12,Emotional Buyer
U00203,38.60089741657503,Female,23553.75,16.95,4,11.54,62.37,168.25,Groceries,15.57,4,Luxury Shopper
U00204,26.97452098885201,Male,75395.68,26.02,8,2.46,28.5,177.54,Fashion,72.69,12,Impulsive Buyer
U00205,23.714460082951724,Female,71430.39,22.54,9,5.44,30.73,189.9,Fashion,94.43,16,Impulsive Buyer
U00206,35.04807280678561,Female,91811.24,29.29,5,12.76,0.0,314.37,Electronics,26.08,2,Luxury Shopper
U00207,30.49183991128922,Male,39598.07,12.78,9,4.15,22.87,154.76,Electronics,58.72,7,Impulsive Buyer
U00208,26.92985986993999,Female,57867.39,35.96,2,3.0,32.75,112.81,Beauty,24.64,4,Window Shopper
U00209,26.992408596009113,Male,58975.77,33.71,5,4.83,13.87,152.88,Electronics,81.57,11,Luxury Shopper
U00210,29.54004394680823,Female,44707.61,38.22,0,6.89,74.04,94.58,Groceries,14.58,1,Budget Conscious
U00211,44.87194458566176,Male,63722.63,47.21,2,5.53,25.04,114.66,Fashion,21.91,3,Budget Conscious
U00212,25.972545885903024,Male,52510.81,19.81,3,9.86,93.23,105.54,Home,10.87,4,Budget Conscious
U00213,28.652399535478644,Male,36745.67,32.68,7,4.22,3.13,125.86,Electronics,89.72,6,Impulsive Buyer
U00214,22.49948128134611,Male,51481.91,34.41,0,0.2,29.5,107.72,Fashion,22.48,3,Window Shopper
U00215,37.46069360648066,Female,66681.02,43.36,2,3.84,28.3,129.94,Fashion,20.34,0,Window Shopper
U00216,24.174921322476152,Male,92425.43,54.38,0,6.07,38.16,139.58,Beauty,25.78,3,Budget Conscious
U00217,24.00865007656753,Female,33529.58,50.08,7,6.67,40.12,159.18,Electronics,73.37,5,Window Shopper
U00218,45.94181939556951,Male,60118.84,40.29,10,5.97,27.02,258.73,Electronics,71.53,11,Impulsive Buyer
U00219,35.46215550824996,Male,76848.35,28.32,6,1.59,49.64,161.93,Fashion,97.64,2,Emotional Buyer
U00220,32.97638680196775,Male,147634.99,18.56,6,5.93,30.5,530.09,Electronics,26.48,5,Luxury Shopper
U00221,45.54685120289648,Male,127715.38,35.55,9,10.36,6.64,440.47,Electronics,23.5,10,Emotional Buyer
U00222,55.427437879246405,Non-binary,37284.1,13.15,2,10.31,93.08,96.83,Groceries,22.74,3,Budget Conscious
U00223,29.334663624134464,Female,49193.45,53.17,1,3.43,36.8,74.33,Fashion,16.96,1,Window Shopper
U00224,30.165286062470813,Non-binary,64951.34,15.24,10,2.11,51.57,189.75,Fashion,93.33,4,Emotional Buyer
U00225,42.703672214712775,Male,141146.1,4.28,1,10.59,5.24,475.59,Luxury,29.79,3,Luxury Shopper
U00226,50.20411274578486,Female,51218.84,33.92,7,4.64,40.0,202.56,Beauty,56.26,6,Emotional Buyer
U00227,18.0,Male,61109.97,22.01,3,4.84,12.13,129.18,Fashion,59.48,16,Impulsive Buyer
U00228,38.48277465936292,Female,31950.52,15.71,1,9.96,92.95,79.2,Groceries,20.38,5,Budget Conscious
U00229,36.02587052402132,Female,80478.94,61.87,2,2.77,27.49,96.32,Beauty,32.5,3,Window Shopper
U00230,27.899482454053082,Female,62747.95,28.9,10,5.56,35.21,197.25,Fashion,65.5,6,Impulsive Buyer
U00231,28.581943883686225,Female,62032.54,43.47,4,6.16,38.82,196.81,Fashion,69.75,13,Impulsive Buyer
U00232,31.99446738720307,Male,49366.62,11.36,3,5.71,96.81,81.01,Groceries,17.96,4,Budget Conscious
U00233,33.99182603273825,Male,73765.3,19.22,8,4.64,63.92,142.88,Beauty,81.05,7,Emotional Buyer
U00234,39.22931338683015,Male,37581.91,18.27,7,10.12,95.54,127.74,Home,30.28,2,Budget Conscious
U00235,37.65635910608761,Male,31032.97,29.49,4,2.9,33.34,201.58,Fashion,81.28,13,Emotional Buyer
U00236,48.31135882423264,Female,63646.75,52.37,3,1.87,48.12,45.17,Beauty,23.78,2,Window Shopper
U00237,43.171830651897814,Male,46435.63,33.49,3,7.83,74.58,78.96,Home,12.28,4,Budget Conscious
U00238,29.258341374594615,Female,54253.44,38.74,0,1.01,4.19,101.26,Beauty,12.3,3,Window Shopper
U00239,20.361467791612924,Male,60298.46,34.35,6,4.49,27.31,260.73,Electronics,73.49,14,Impulsive Buyer
U00240,37.764347139945805,Female,40644.75,39.21,7,2.79,0.24,154.47,Fashion,77.75,10,Impulsive Buyer
